route,hour,total_in
Route 1 Red Cliffs (B),0,0
Route 1 Red Cliffs (B),1,0
Route 1 Red Cliffs (B),2,0
Route 1 Red Cliffs (B),3,0
Route 1 Red Cliffs (B),4,0
Route 1 Red Cliffs (B),5,0
Route 1 Red Cliffs (B),6,126
Route 1 Red Cliffs (B),7,170
Route 1 Red Cliffs (B),8,233
Route 1 Red Cliffs (B),9,151
Route 1 Red Cliffs (B),10,208
Route 1 Red Cliffs (B),11,267
Route 1 Red Cliffs (B),12,278
Route 1 Red Cliffs (B),13,275
Route 1 Red Cliffs (B),14,260
Route 1 Red Cliffs (B),15,340
Route 1 Red Cliffs (B),16,407
Route 1 Red Cliffs (B),17,303
Route 1 Red Cliffs (B),18,248
Route 1 Red Cliffs (B),19,125
Route 1 Red Cliffs (B),20,109
Route 1 Red Cliffs (B),21,20
Route 1 Red Cliffs (B),22,0
Route 1 Red Cliffs (B),23,0
Route 1 Red Cliffs (B),0,0
Route 1 Red Cliffs (B),1,0
Route 1 Red Cliffs (B),2,0
Route 1 Red Cliffs (B),3,0
Route 1 Red Cliffs (B),4,0
Route 1 Red Cliffs (B),5,0
Route 1 Red Cliffs (B),6,126
Route 1 Red Cliffs (B),7,169
Route 1 Red Cliffs (B),8,224
Route 1 Red Cliffs (B),9,152
Route 1 Red Cliffs (B),10,209
Route 1 Red Cliffs (B),11,263
Route 1 Red Cliffs (B),12,279
Route 1 Red Cliffs (B),13,269
Route 1 Red Cliffs (B),14,273
Route 1 Red Cliffs (B),15,339
Route 1 Red Cliffs (B),16,407
Route 1 Red Cliffs (B),17,306
Route 1 Red Cliffs (B),18,251
Route 1 Red Cliffs (B),19,126
Route 1 Red Cliffs (B),20,112
Route 1 Red Cliffs (B),21,20
Route 1 Red Cliffs (B),22,0
Route 1 Red Cliffs (B),23,0
Route 1 Red Cliffs (B),0,0
Route 1 Red Cliffs (B),1,0
Route 1 Red Cliffs (B),2,0
Route 1 Red Cliffs (B),3,0
Route 1 Red Cliffs (B),4,0
Route 1 Red Cliffs (B),5,0
Route 1 Red Cliffs (B),6,126
Route 1 Red Cliffs (B),7,175
Route 1 Red Cliffs (B),8,232
Route 1 Red Cliffs (B),9,178
Route 1 Red Cliffs (B),10,210
Route 1 Red Cliffs (B),11,274
Route 1 Red Cliffs (B),12,283
Route 1 Red Cliffs (B),13,275
Route 1 Red Cliffs (B),14,267
Route 1 Red Cliffs (B),15,343
Route 1 Red Cliffs (B),16,412
Route 1 Red Cliffs (B),17,316
Route 1 Red Cliffs (B),18,241
Route 1 Red Cliffs (B),19,125
Route 1 Red Cliffs (B),20,109
Route 1 Red Cliffs (B),21,25
Route 1 Red Cliffs (B),22,0
Route 1 Red Cliffs (B),23,0
Route 1 Red Cliffs (B),0,0
Route 1 Red Cliffs (B),1,0
Route 1 Red Cliffs (B),2,0
Route 1 Red Cliffs (B),3,0
Route 1 Red Cliffs (B),4,0
Route 1 Red Cliffs (B),5,0
Route 1 Red Cliffs (B),6,127
Route 1 Red Cliffs (B),7,170
Route 1 Red Cliffs (B),8,224
Route 1 Red Cliffs (B),9,152
Route 1 Red Cliffs (B),10,218
Route 1 Red Cliffs (B),11,280
Route 1 Red Cliffs (B),12,309
Route 1 Red Cliffs (B),13,283
Route 1 Red Cliffs (B),14,290
Route 1 Red Cliffs (B),15,350
Route 1 Red Cliffs (B),16,449
Route 1 Red Cliffs (B),17,324
Route 1 Red Cliffs (B),18,252
Route 1 Red Cliffs (B),19,135
Route 1 Red Cliffs (B),20,122
Route 1 Red Cliffs (B),21,29
Route 1 Red Cliffs (B),22,0
Route 1 Red Cliffs (B),23,0
Route 1 Red Cliffs (B),0,0
Route 1 Red Cliffs (B),1,0
Route 1 Red Cliffs (B),2,0
Route 1 Red Cliffs (B),3,0
Route 1 Red Cliffs (B),4,0
Route 1 Red Cliffs (B),5,0
Route 1 Red Cliffs (B),6,126
Route 1 Red Cliffs (B),7,177
Route 1 Red Cliffs (B),8,231
Route 1 Red Cliffs (B),9,168
Route 1 Red Cliffs (B),10,214
Route 1 Red Cliffs (B),11,270
Route 1 Red Cliffs (B),12,289
Route 1 Red Cliffs (B),13,277
Route 1 Red Cliffs (B),14,266
Route 1 Red Cliffs (B),15,347
Route 1 Red Cliffs (B),16,413
Route 1 Red Cliffs (B),17,309
Route 1 Red Cliffs (B),18,247
Route 1 Red Cliffs (B),19,132
Route 1 Red Cliffs (B),20,114
Route 1 Red Cliffs (B),21,20
Route 1 Red Cliffs (B),22,0
Route 1 Red Cliffs (B),23,0
Route 1 Red Cliffs (B),0,0
Route 1 Red Cliffs (B),1,0
Route 1 Red Cliffs (B),2,0
Route 1 Red Cliffs (B),3,0
Route 1 Red Cliffs (B),4,0
Route 1 Red Cliffs (B),5,0
Route 1 Red Cliffs (B),6,132
Route 1 Red Cliffs (B),7,169
Route 1 Red Cliffs (B),8,228
Route 1 Red Cliffs (B),9,155
Route 1 Red Cliffs (B),10,206
Route 1 Red Cliffs (B),11,262
Route 1 Red Cliffs (B),12,276
Route 1 Red Cliffs (B),13,269
Route 1 Red Cliffs (B),14,259
Route 1 Red Cliffs (B),15,337
Route 1 Red Cliffs (B),16,403
Route 1 Red Cliffs (B),17,300
Route 1 Red Cliffs (B),18,243
Route 1 Red Cliffs (B),19,125
Route 1 Red Cliffs (B),20,109
Route 1 Red Cliffs (B),21,21
Route 1 Red Cliffs (B),22,0
Route 1 Red Cliffs (B),23,0
Route 1 Red Cliffs (B),0,0
Route 1 Red Cliffs (B),1,0
Route 1 Red Cliffs (B),2,0
Route 1 Red Cliffs (B),3,0
Route 1 Red Cliffs (B),4,0
Route 1 Red Cliffs (B),5,0
Route 1 Red Cliffs (B),6,126
Route 1 Red Cliffs (B),7,169
Route 1 Red Cliffs (B),8,225
Route 1 Red Cliffs (B),9,151
Route 1 Red Cliffs (B),10,207
Route 1 Red Cliffs (B),11,262
Route 1 Red Cliffs (B),12,277
Route 1 Red Cliffs (B),13,269
Route 1 Red Cliffs (B),14,259
Route 1 Red Cliffs (B),15,337
Route 1 Red Cliffs (B),16,403
Route 1 Red Cliffs (B),17,300
Route 1 Red Cliffs (B),18,241
Route 1 Red Cliffs (B),19,125
Route 1 Red Cliffs (B),20,109
Route 1 Red Cliffs (B),21,20
Route 1 Red Cliffs (B),22,0
Route 1 Red Cliffs (B),23,0
Route 1 Red Cliffs (B),0,0
Route 1 Red Cliffs (B),1,0
Route 1 Red Cliffs (B),2,0
Route 1 Red Cliffs (B),3,0
Route 1 Red Cliffs (B),4,0
Route 1 Red Cliffs (B),5,0
Route 1 Red Cliffs (B),6,126
Route 1 Red Cliffs (B),7,189
Route 1 Red Cliffs (B),8,256
Route 1 Red Cliffs (B),9,184
Route 1 Red Cliffs (B),10,218
Route 1 Red Cliffs (B),11,277
Route 1 Red Cliffs (B),12,291
Route 1 Red Cliffs (B),13,278
Route 1 Red Cliffs (B),14,270
Route 1 Red Cliffs (B),15,356
Route 1 Red Cliffs (B),16,416
Route 1 Red Cliffs (B),17,317
Route 1 Red Cliffs (B),18,248
Route 1 Red Cliffs (B),19,130
Route 1 Red Cliffs (B),20,111
Route 1 Red Cliffs (B),21,20
Route 1 Red Cliffs (B),22,0
Route 1 Red Cliffs (B),23,0
Route 1 Red Cliffs (B),0,0
Route 1 Red Cliffs (B),1,0
Route 1 Red Cliffs (B),2,0
Route 1 Red Cliffs (B),3,0
Route 1 Red Cliffs (B),4,0
Route 1 Red Cliffs (B),5,0
Route 1 Red Cliffs (B),6,126
Route 1 Red Cliffs (B),7,179
Route 1 Red Cliffs (B),8,226
Route 1 Red Cliffs (B),9,153
Route 1 Red Cliffs (B),10,220
Route 1 Red Cliffs (B),11,268
Route 1 Red Cliffs (B),12,411
Route 1 Red Cliffs (B),13,278
Route 1 Red Cliffs (B),14,268
Route 1 Red Cliffs (B),15,344
Route 1 Red Cliffs (B),16,420
Route 1 Red Cliffs (B),17,306
Route 1 Red Cliffs (B),18,251
Route 1 Red Cliffs (B),19,127
Route 1 Red Cliffs (B),20,111
Route 1 Red Cliffs (B),21,20
Route 1 Red Cliffs (B),22,0
Route 1 Red Cliffs (B),23,0
Route 1 Red Cliffs (B),0,0
Route 1 Red Cliffs (B),1,0
Route 1 Red Cliffs (B),2,0
Route 1 Red Cliffs (B),3,0
Route 1 Red Cliffs (B),4,0
Route 1 Red Cliffs (B),5,0
Route 1 Red Cliffs (B),6,129
Route 1 Red Cliffs (B),7,223
Route 1 Red Cliffs (B),8,247
Route 1 Red Cliffs (B),9,234
Route 1 Red Cliffs (B),10,275
Route 1 Red Cliffs (B),11,420
Route 1 Red Cliffs (B),12,369
Route 1 Red Cliffs (B),13,415
Route 1 Red Cliffs (B),14,402
Route 1 Red Cliffs (B),15,563
Route 1 Red Cliffs (B),16,559
Route 1 Red Cliffs (B),17,549
Route 1 Red Cliffs (B),18,377
Route 1 Red Cliffs (B),19,255
Route 1 Red Cliffs (B),20,162
Route 1 Red Cliffs (B),21,77
Route 1 Red Cliffs (B),22,0
Route 1 Red Cliffs (B),23,0
Route 1 Red Cliffs (B),0,0
Route 1 Red Cliffs (B),1,0
Route 1 Red Cliffs (B),2,0
Route 1 Red Cliffs (B),3,0
Route 1 Red Cliffs (B),4,0
Route 1 Red Cliffs (B),5,0
Route 1 Red Cliffs (B),6,126
Route 1 Red Cliffs (B),7,169
Route 1 Red Cliffs (B),8,228
Route 1 Red Cliffs (B),9,151
Route 1 Red Cliffs (B),10,207
Route 1 Red Cliffs (B),11,262
Route 1 Red Cliffs (B),12,276
Route 1 Red Cliffs (B),13,269
Route 1 Red Cliffs (B),14,259
Route 1 Red Cliffs (B),15,337
Route 1 Red Cliffs (B),16,403
Route 1 Red Cliffs (B),17,300
Route 1 Red Cliffs (B),18,241
Route 1 Red Cliffs (B),19,125
Route 1 Red Cliffs (B),20,109
Route 1 Red Cliffs (B),21,20
Route 1 Red Cliffs (B),22,0
Route 1 Red Cliffs (B),23,0
Route 1 Red Cliffs (B),0,0
Route 1 Red Cliffs (B),1,0
Route 1 Red Cliffs (B),2,0
Route 1 Red Cliffs (B),3,0
Route 1 Red Cliffs (B),4,0
Route 1 Red Cliffs (B),5,0
Route 1 Red Cliffs (B),6,126
Route 1 Red Cliffs (B),7,172
Route 1 Red Cliffs (B),8,226
Route 1 Red Cliffs (B),9,170
Route 1 Red Cliffs (B),10,211
Route 1 Red Cliffs (B),11,271
Route 1 Red Cliffs (B),12,297
Route 1 Red Cliffs (B),13,275
Route 1 Red Cliffs (B),14,275
Route 1 Red Cliffs (B),15,341
Route 1 Red Cliffs (B),16,425
Route 1 Red Cliffs (B),17,307
Route 1 Red Cliffs (B),18,246
Route 1 Red Cliffs (B),19,126
Route 1 Red Cliffs (B),20,135
Route 1 Red Cliffs (B),21,20
Route 1 Red Cliffs (B),22,0
Route 1 Red Cliffs (B),23,0
Route 1 Red Cliffs (B),0,0
Route 1 Red Cliffs (B),1,0
Route 1 Red Cliffs (B),2,0
Route 1 Red Cliffs (B),3,0
Route 1 Red Cliffs (B),4,0
Route 1 Red Cliffs (B),5,0
Route 1 Red Cliffs (B),6,126
Route 1 Red Cliffs (B),7,177
Route 1 Red Cliffs (B),8,239
Route 1 Red Cliffs (B),9,159
Route 1 Red Cliffs (B),10,208
Route 1 Red Cliffs (B),11,267
Route 1 Red Cliffs (B),12,276
Route 1 Red Cliffs (B),13,269
Route 1 Red Cliffs (B),14,265
Route 1 Red Cliffs (B),15,337
Route 1 Red Cliffs (B),16,407
Route 1 Red Cliffs (B),17,314
Route 1 Red Cliffs (B),18,244
Route 1 Red Cliffs (B),19,126
Route 1 Red Cliffs (B),20,109
Route 1 Red Cliffs (B),21,21
Route 1 Red Cliffs (B),22,0
Route 1 Red Cliffs (B),23,0
Route 1 Red Cliffs (B),0,0
Route 1 Red Cliffs (B),1,0
Route 1 Red Cliffs (B),2,0
Route 1 Red Cliffs (B),3,0
Route 1 Red Cliffs (B),4,0
Route 1 Red Cliffs (B),5,0
Route 1 Red Cliffs (B),6,126
Route 1 Red Cliffs (B),7,169
Route 1 Red Cliffs (B),8,225
Route 1 Red Cliffs (B),9,151
Route 1 Red Cliffs (B),10,206
Route 1 Red Cliffs (B),11,263
Route 1 Red Cliffs (B),12,281
Route 1 Red Cliffs (B),13,271
Route 1 Red Cliffs (B),14,269
Route 1 Red Cliffs (B),15,344
Route 1 Red Cliffs (B),16,414
Route 1 Red Cliffs (B),17,312
Route 1 Red Cliffs (B),18,275
Route 1 Red Cliffs (B),19,125
Route 1 Red Cliffs (B),20,114
Route 1 Red Cliffs (B),21,20
Route 1 Red Cliffs (B),22,0
Route 1 Red Cliffs (B),23,0
Route 3 West Side Connector (Outbound),0,0
Route 3 West Side Connector (Outbound),1,0
Route 3 West Side Connector (Outbound),2,0
Route 3 West Side Connector (Outbound),3,0
Route 3 West Side Connector (Outbound),4,0
Route 3 West Side Connector (Outbound),5,25
Route 3 West Side Connector (Outbound),6,62
Route 3 West Side Connector (Outbound),7,105
Route 3 West Side Connector (Outbound),8,158
Route 3 West Side Connector (Outbound),9,217
Route 3 West Side Connector (Outbound),10,147
Route 3 West Side Connector (Outbound),11,168
Route 3 West Side Connector (Outbound),12,246
Route 3 West Side Connector (Outbound),13,334
Route 3 West Side Connector (Outbound),14,258
Route 3 West Side Connector (Outbound),15,232
Route 3 West Side Connector (Outbound),16,300
Route 3 West Side Connector (Outbound),17,323
Route 3 West Side Connector (Outbound),18,241
Route 3 West Side Connector (Outbound),19,219
Route 3 West Side Connector (Outbound),20,31
Route 3 West Side Connector (Outbound),21,2
Route 3 West Side Connector (Outbound),22,0
Route 3 West Side Connector (Outbound),23,0
Route 3 West Side Connector (Outbound),0,0
Route 3 West Side Connector (Outbound),1,0
Route 3 West Side Connector (Outbound),2,0
Route 3 West Side Connector (Outbound),3,0
Route 3 West Side Connector (Outbound),4,0
Route 3 West Side Connector (Outbound),5,25
Route 3 West Side Connector (Outbound),6,89
Route 3 West Side Connector (Outbound),7,105
Route 3 West Side Connector (Outbound),8,249
Route 3 West Side Connector (Outbound),9,286
Route 3 West Side Connector (Outbound),10,296
Route 3 West Side Connector (Outbound),11,240
Route 3 West Side Connector (Outbound),12,337
Route 3 West Side Connector (Outbound),13,492
Route 3 West Side Connector (Outbound),14,488
Route 3 West Side Connector (Outbound),15,347
Route 3 West Side Connector (Outbound),16,462
Route 3 West Side Connector (Outbound),17,512
Route 3 West Side Connector (Outbound),18,497
Route 3 West Side Connector (Outbound),19,323
Route 3 West Side Connector (Outbound),20,157
Route 3 West Side Connector (Outbound),21,7
Route 3 West Side Connector (Outbound),22,0
Route 3 West Side Connector (Outbound),23,0
Route 3 West Side Connector (Outbound),0,0
Route 3 West Side Connector (Outbound),1,0
Route 3 West Side Connector (Outbound),2,0
Route 3 West Side Connector (Outbound),3,0
Route 3 West Side Connector (Outbound),4,0
Route 3 West Side Connector (Outbound),5,25
Route 3 West Side Connector (Outbound),6,62
Route 3 West Side Connector (Outbound),7,100
Route 3 West Side Connector (Outbound),8,158
Route 3 West Side Connector (Outbound),9,207
Route 3 West Side Connector (Outbound),10,141
Route 3 West Side Connector (Outbound),11,160
Route 3 West Side Connector (Outbound),12,230
Route 3 West Side Connector (Outbound),13,315
Route 3 West Side Connector (Outbound),14,245
Route 3 West Side Connector (Outbound),15,218
Route 3 West Side Connector (Outbound),16,287
Route 3 West Side Connector (Outbound),17,317
Route 3 West Side Connector (Outbound),18,236
Route 3 West Side Connector (Outbound),19,215
Route 3 West Side Connector (Outbound),20,29
Route 3 West Side Connector (Outbound),21,1
Route 3 West Side Connector (Outbound),22,0
Route 3 West Side Connector (Outbound),23,0
Route 3 West Side Connector (Outbound),0,0
Route 3 West Side Connector (Outbound),1,0
Route 3 West Side Connector (Outbound),2,0
Route 3 West Side Connector (Outbound),3,0
Route 3 West Side Connector (Outbound),4,0
Route 3 West Side Connector (Outbound),5,25
Route 3 West Side Connector (Outbound),6,62
Route 3 West Side Connector (Outbound),7,100
Route 3 West Side Connector (Outbound),8,157
Route 3 West Side Connector (Outbound),9,206
Route 3 West Side Connector (Outbound),10,138
Route 3 West Side Connector (Outbound),11,161
Route 3 West Side Connector (Outbound),12,234
Route 3 West Side Connector (Outbound),13,329
Route 3 West Side Connector (Outbound),14,248
Route 3 West Side Connector (Outbound),15,227
Route 3 West Side Connector (Outbound),16,289
Route 3 West Side Connector (Outbound),17,307
Route 3 West Side Connector (Outbound),18,236
Route 3 West Side Connector (Outbound),19,214
Route 3 West Side Connector (Outbound),20,40
Route 3 West Side Connector (Outbound),21,1
Route 3 West Side Connector (Outbound),22,0
Route 3 West Side Connector (Outbound),23,0
Route 3 West Side Connector (Outbound),0,0
Route 3 West Side Connector (Outbound),1,0
Route 3 West Side Connector (Outbound),2,0
Route 3 West Side Connector (Outbound),3,0
Route 3 West Side Connector (Outbound),4,0
Route 3 West Side Connector (Outbound),5,25
Route 3 West Side Connector (Outbound),6,62
Route 3 West Side Connector (Outbound),7,100
Route 3 West Side Connector (Outbound),8,157
Route 3 West Side Connector (Outbound),9,206
Route 3 West Side Connector (Outbound),10,138
Route 3 West Side Connector (Outbound),11,159
Route 3 West Side Connector (Outbound),12,230
Route 3 West Side Connector (Outbound),13,312
Route 3 West Side Connector (Outbound),14,245
Route 3 West Side Connector (Outbound),15,214
Route 3 West Side Connector (Outbound),16,287
Route 3 West Side Connector (Outbound),17,306
Route 3 West Side Connector (Outbound),18,234
Route 3 West Side Connector (Outbound),19,216
Route 3 West Side Connector (Outbound),20,33
Route 3 West Side Connector (Outbound),21,1
Route 3 West Side Connector (Outbound),22,0
Route 3 West Side Connector (Outbound),23,0
Route 3 West Side Connector (Outbound),0,0
Route 3 West Side Connector (Outbound),1,0
Route 3 West Side Connector (Outbound),2,0
Route 3 West Side Connector (Outbound),3,0
Route 3 West Side Connector (Outbound),4,0
Route 3 West Side Connector (Outbound),5,25
Route 3 West Side Connector (Outbound),6,62
Route 3 West Side Connector (Outbound),7,100
Route 3 West Side Connector (Outbound),8,174
Route 3 West Side Connector (Outbound),9,209
Route 3 West Side Connector (Outbound),10,138
Route 3 West Side Connector (Outbound),11,160
Route 3 West Side Connector (Outbound),12,235
Route 3 West Side Connector (Outbound),13,316
Route 3 West Side Connector (Outbound),14,253
Route 3 West Side Connector (Outbound),15,229
Route 3 West Side Connector (Outbound),16,291
Route 3 West Side Connector (Outbound),17,312
Route 3 West Side Connector (Outbound),18,236
Route 3 West Side Connector (Outbound),19,215
Route 3 West Side Connector (Outbound),20,29
Route 3 West Side Connector (Outbound),21,1
Route 3 West Side Connector (Outbound),22,0
Route 3 West Side Connector (Outbound),23,0
Route 3 West Side Connector (Outbound),0,0
Route 3 West Side Connector (Outbound),1,0
Route 3 West Side Connector (Outbound),2,0
Route 3 West Side Connector (Outbound),3,0
Route 3 West Side Connector (Outbound),4,0
Route 3 West Side Connector (Outbound),5,25
Route 3 West Side Connector (Outbound),6,62
Route 3 West Side Connector (Outbound),7,119
Route 3 West Side Connector (Outbound),8,159
Route 3 West Side Connector (Outbound),9,219
Route 3 West Side Connector (Outbound),10,156
Route 3 West Side Connector (Outbound),11,183
Route 3 West Side Connector (Outbound),12,246
Route 3 West Side Connector (Outbound),13,342
Route 3 West Side Connector (Outbound),14,264
Route 3 West Side Connector (Outbound),15,243
Route 3 West Side Connector (Outbound),16,298
Route 3 West Side Connector (Outbound),17,340
Route 3 West Side Connector (Outbound),18,242
Route 3 West Side Connector (Outbound),19,237
Route 3 West Side Connector (Outbound),20,32
Route 3 West Side Connector (Outbound),21,3
Route 3 West Side Connector (Outbound),22,0
Route 3 West Side Connector (Outbound),23,0
Route 3 West Side Connector (Outbound),0,0
Route 3 West Side Connector (Outbound),1,0
Route 3 West Side Connector (Outbound),2,0
Route 3 West Side Connector (Outbound),3,0
Route 3 West Side Connector (Outbound),4,0
Route 3 West Side Connector (Outbound),5,25
Route 3 West Side Connector (Outbound),6,62
Route 3 West Side Connector (Outbound),7,100
Route 3 West Side Connector (Outbound),8,158
Route 3 West Side Connector (Outbound),9,212
Route 3 West Side Connector (Outbound),10,144
Route 3 West Side Connector (Outbound),11,165
Route 3 West Side Connector (Outbound),12,234
Route 3 West Side Connector (Outbound),13,320
Route 3 West Side Connector (Outbound),14,245
Route 3 West Side Connector (Outbound),15,219
Route 3 West Side Connector (Outbound),16,297
Route 3 West Side Connector (Outbound),17,322
Route 3 West Side Connector (Outbound),18,239
Route 3 West Side Connector (Outbound),19,217
Route 3 West Side Connector (Outbound),20,30
Route 3 West Side Connector (Outbound),21,1
Route 3 West Side Connector (Outbound),22,0
Route 3 West Side Connector (Outbound),23,0
Route 3 West Side Connector (Outbound),0,0
Route 3 West Side Connector (Outbound),1,0
Route 3 West Side Connector (Outbound),2,0
Route 3 West Side Connector (Outbound),3,0
Route 3 West Side Connector (Outbound),4,0
Route 3 West Side Connector (Outbound),5,25
Route 3 West Side Connector (Outbound),6,62
Route 3 West Side Connector (Outbound),7,106
Route 3 West Side Connector (Outbound),8,160
Route 3 West Side Connector (Outbound),9,206
Route 3 West Side Connector (Outbound),10,139
Route 3 West Side Connector (Outbound),11,160
Route 3 West Side Connector (Outbound),12,235
Route 3 West Side Connector (Outbound),13,322
Route 3 West Side Connector (Outbound),14,247
Route 3 West Side Connector (Outbound),15,215
Route 3 West Side Connector (Outbound),16,297
Route 3 West Side Connector (Outbound),17,331
Route 3 West Side Connector (Outbound),18,238
Route 3 West Side Connector (Outbound),19,214
Route 3 West Side Connector (Outbound),20,29
Route 3 West Side Connector (Outbound),21,1
Route 3 West Side Connector (Outbound),22,0
Route 3 West Side Connector (Outbound),23,0
Route 3 West Side Connector (Outbound),0,0
Route 3 West Side Connector (Outbound),1,0
Route 3 West Side Connector (Outbound),2,0
Route 3 West Side Connector (Outbound),3,0
Route 3 West Side Connector (Outbound),4,0
Route 3 West Side Connector (Outbound),5,25
Route 3 West Side Connector (Outbound),6,62
Route 3 West Side Connector (Outbound),7,105
Route 3 West Side Connector (Outbound),8,166
Route 3 West Side Connector (Outbound),9,212
Route 3 West Side Connector (Outbound),10,140
Route 3 West Side Connector (Outbound),11,164
Route 3 West Side Connector (Outbound),12,233
Route 3 West Side Connector (Outbound),13,318
Route 3 West Side Connector (Outbound),14,252
Route 3 West Side Connector (Outbound),15,222
Route 3 West Side Connector (Outbound),16,306
Route 3 West Side Connector (Outbound),17,340
Route 3 West Side Connector (Outbound),18,238
Route 3 West Side Connector (Outbound),19,222
Route 3 West Side Connector (Outbound),20,30
Route 3 West Side Connector (Outbound),21,1
Route 3 West Side Connector (Outbound),22,0
Route 3 West Side Connector (Outbound),23,0
Route 3 West Side Connector (Outbound),0,0
Route 3 West Side Connector (Outbound),1,0
Route 3 West Side Connector (Outbound),2,0
Route 3 West Side Connector (Outbound),3,0
Route 3 West Side Connector (Outbound),4,0
Route 3 West Side Connector (Outbound),5,25
Route 3 West Side Connector (Outbound),6,62
Route 3 West Side Connector (Outbound),7,100
Route 3 West Side Connector (Outbound),8,166
Route 3 West Side Connector (Outbound),9,212
Route 3 West Side Connector (Outbound),10,144
Route 3 West Side Connector (Outbound),11,165
Route 3 West Side Connector (Outbound),12,239
Route 3 West Side Connector (Outbound),13,323
Route 3 West Side Connector (Outbound),14,247
Route 3 West Side Connector (Outbound),15,223
Route 3 West Side Connector (Outbound),16,288
Route 3 West Side Connector (Outbound),17,309
Route 3 West Side Connector (Outbound),18,234
Route 3 West Side Connector (Outbound),19,214
Route 3 West Side Connector (Outbound),20,35
Route 3 West Side Connector (Outbound),21,1
Route 3 West Side Connector (Outbound),22,0
Route 3 West Side Connector (Outbound),23,0
Route 1 Red Cliffs (A),0,0
Route 1 Red Cliffs (A),1,0
Route 1 Red Cliffs (A),2,0
Route 1 Red Cliffs (A),3,0
Route 1 Red Cliffs (A),4,0
Route 1 Red Cliffs (A),5,24
Route 1 Red Cliffs (A),6,130
Route 1 Red Cliffs (A),7,184
Route 1 Red Cliffs (A),8,216
Route 1 Red Cliffs (A),9,154
Route 1 Red Cliffs (A),10,179
Route 1 Red Cliffs (A),11,219
Route 1 Red Cliffs (A),12,320
Route 1 Red Cliffs (A),13,205
Route 1 Red Cliffs (A),14,319
Route 1 Red Cliffs (A),15,425
Route 1 Red Cliffs (A),16,393
Route 1 Red Cliffs (A),17,346
Route 1 Red Cliffs (A),18,157
Route 1 Red Cliffs (A),19,152
Route 1 Red Cliffs (A),20,69
Route 1 Red Cliffs (A),21,9
Route 1 Red Cliffs (A),22,0
Route 1 Red Cliffs (A),23,0
Route 1 Red Cliffs (A),0,0
Route 1 Red Cliffs (A),1,0
Route 1 Red Cliffs (A),2,0
Route 1 Red Cliffs (A),3,0
Route 1 Red Cliffs (A),4,0
Route 1 Red Cliffs (A),5,24
Route 1 Red Cliffs (A),6,154
Route 1 Red Cliffs (A),7,214
Route 1 Red Cliffs (A),8,347
Route 1 Red Cliffs (A),9,257
Route 1 Red Cliffs (A),10,250
Route 1 Red Cliffs (A),11,348
Route 1 Red Cliffs (A),12,427
Route 1 Red Cliffs (A),13,412
Route 1 Red Cliffs (A),14,414
Route 1 Red Cliffs (A),15,603
Route 1 Red Cliffs (A),16,634
Route 1 Red Cliffs (A),17,471
Route 1 Red Cliffs (A),18,313
Route 1 Red Cliffs (A),19,205
Route 1 Red Cliffs (A),20,156
Route 1 Red Cliffs (A),21,24
Route 1 Red Cliffs (A),22,0
Route 1 Red Cliffs (A),23,0
Route 1 Red Cliffs (A),0,0
Route 1 Red Cliffs (A),1,0
Route 1 Red Cliffs (A),2,0
Route 1 Red Cliffs (A),3,0
Route 1 Red Cliffs (A),4,0
Route 1 Red Cliffs (A),5,24
Route 1 Red Cliffs (A),6,130
Route 1 Red Cliffs (A),7,181
Route 1 Red Cliffs (A),8,216
Route 1 Red Cliffs (A),9,157
Route 1 Red Cliffs (A),10,190
Route 1 Red Cliffs (A),11,231
Route 1 Red Cliffs (A),12,326
Route 1 Red Cliffs (A),13,221
Route 1 Red Cliffs (A),14,322
Route 1 Red Cliffs (A),15,445
Route 1 Red Cliffs (A),16,374
Route 1 Red Cliffs (A),17,346
Route 1 Red Cliffs (A),18,149
Route 1 Red Cliffs (A),19,157
Route 1 Red Cliffs (A),20,68
Route 1 Red Cliffs (A),21,12
Route 1 Red Cliffs (A),22,0
Route 1 Red Cliffs (A),23,0
Route 1 Red Cliffs (A),0,0
Route 1 Red Cliffs (A),1,0
Route 1 Red Cliffs (A),2,0
Route 1 Red Cliffs (A),3,0
Route 1 Red Cliffs (A),4,0
Route 1 Red Cliffs (A),5,24
Route 1 Red Cliffs (A),6,130
Route 1 Red Cliffs (A),7,175
Route 1 Red Cliffs (A),8,226
Route 1 Red Cliffs (A),9,174
Route 1 Red Cliffs (A),10,180
Route 1 Red Cliffs (A),11,226
Route 1 Red Cliffs (A),12,325
Route 1 Red Cliffs (A),13,203
Route 1 Red Cliffs (A),14,309
Route 1 Red Cliffs (A),15,447
Route 1 Red Cliffs (A),16,370
Route 1 Red Cliffs (A),17,326
Route 1 Red Cliffs (A),18,144
Route 1 Red Cliffs (A),19,145
Route 1 Red Cliffs (A),20,66
Route 1 Red Cliffs (A),21,8
Route 1 Red Cliffs (A),22,0
Route 1 Red Cliffs (A),23,0
Route 1 Red Cliffs (A),0,0
Route 1 Red Cliffs (A),1,0
Route 1 Red Cliffs (A),2,0
Route 1 Red Cliffs (A),3,0
Route 1 Red Cliffs (A),4,0
Route 1 Red Cliffs (A),5,24
Route 1 Red Cliffs (A),6,130
Route 1 Red Cliffs (A),7,175
Route 1 Red Cliffs (A),8,217
Route 1 Red Cliffs (A),9,159
Route 1 Red Cliffs (A),10,181
Route 1 Red Cliffs (A),11,238
